no__ab_mod_no_airag_producer_1;A nomad holding is building a Airag Producer here and it will take at most 365 days to complete.;Une nomade holding est construire un Producteur d'airag ici et il faudra au maximum 365 jours pour tre termin.;Ein Nomade-Halt baut hier ein Airag-Hersteller auf und es dauert hchstens 365 Tage bis zum Ende.;;Un nmada holding est construyendo un Productor de airag aqu y tomar como mximo 365 das para completarse.;;;;;;;;;x
no__ab_mod_no_airag_producer_2;A nomad holding is building a Airag Producer here and it will take at most 485 days to complete.;Une nomade holding est construire un Producteur d'airag ici et il faudra au maximum 485 jours pour tre termin.;Ein Nomade-Halt baut hier ein Airag-Hersteller auf und es dauert hchstens 485 Tage bis zum Ende.;;Un nmada holding est construyendo un Productor de airag aqu y tomar como mximo 485 das para completarse.;;;;;;;;;x
no__ab_mod_no_airag_producer_3;A nomad holding is building a Airag Producer here and it will take at most 605 days to complete.;Une nomade holding est construire un Producteur d'airag ici et il faudra au maximum 605 jours pour tre termin.;Ein Nomade-Halt baut hier ein Airag-Hersteller auf und es dauert hchstens 605 Tage bis zum Ende.;;Un nmada holding est construyendo un Productor de airag aqu y tomar como mximo 605 das para completarse.;;;;;;;;;x
no__ab_mod_no_airag_producer_4;A nomad holding is building a Airag Producer here and it will take at most 730 days to complete.;Une nomade holding est construire un Producteur d'airag ici et il faudra au maximum 730 jours pour tre termin.;Ein Nomade-Halt baut hier ein Airag-Hersteller auf und es dauert hchstens 730 Tage bis zum Ende.;;Un nmada holding est construyendo un Productor de airag aqu y tomar como mximo 730 das para completarse.;;;;;;;;;x
no__ab_mod_no_airag_producer_5;A nomad holding is building a Airag Producer here and it will take at most 820 days to complete.;Une nomade holding est construire un Producteur d'airag ici et il faudra au maximum 820 jours pour tre termin.;Ein Nomade-Halt baut hier ein Airag-Hersteller auf und es dauert hchstens 820 Tage bis zum Ende.;;Un nmada holding est construyendo un Productor de airag aqu y tomar como mximo 820 das para completarse.;;;;;;;;;x
no__ab_mod_no_airag_producer_6;A nomad holding is building a Airag Producer here and it will take at most 910 days to complete.;Une nomade holding est construire un Producteur d'airag ici et il faudra au maximum 910 jours pour tre termin.;Ein Nomade-Halt baut hier ein Airag-Hersteller auf und es dauert hchstens 910 Tage bis zum Ende.;;Un nmada holding est construyendo un Productor de airag aqu y tomar como mximo 910 das para completarse.;;;;;;;;;x
no__ab_mod_no_airag_producer_7;A nomad holding is building a Airag Producer here and it will take at most 1100 days to complete.;Une nomade holding est construire un Producteur d'airag ici et il faudra au maximum 1100 jours pour tre termin.;Ein Nomade-Halt baut hier ein Airag-Hersteller auf und es dauert hchstens 1100 Tage bis zum Ende.;;Un nmada holding est construyendo un Productor de airag aqu y tomar como mximo 1100 das para completarse.;;;;;;;;;x
no__ab_mod_no_airag_producer_8;A nomad holding is building a Airag Producer here and it will take at most 1195 days to complete.;Une nomade holding est construire un Producteur d'airag ici et il faudra au maximum 1195 jours pour tre termin.;Ein Nomade-Halt baut hier ein Airag-Hersteller auf und es dauert hchstens 1195 Tage bis zum Ende.;;Un nmada holding est construyendo un Productor de airag aqu y tomar como mximo 1195 das para completarse.;;;;;;;;;x
no__ab_mod_no_baghatur_council_1;A nomad holding is building a Baghatur Council here and it will take at most 1460 days to complete.;Une nomade holding est construire un Le Conseil des Baghatur ici et il faudra au maximum 1460 jours pour tre termin.;Ein Nomade-Halt baut hier ein Rat von Baatar auf und es dauert hchstens 1460 Tage bis zum Ende.;;Un nmada holding est construyendo un Consejo de baghatur aqu y tomar como mximo 1460 das para completarse.;;;;;;;;;x
no__ab_mod_no_baghatur_council_2;A nomad holding is building a Baghatur Council here and it will take at most 1640 days to complete.;Une nomade holding est construire un Le Conseil des Baghatur ici et il faudra au maximum 1640 jours pour tre termin.;Ein Nomade-Halt baut hier ein Rat von Baatar auf und es dauert hchstens 1640 Tage bis zum Ende.;;Un nmada holding est construyendo un Consejo de baghatur aqu y tomar como mximo 1640 das para completarse.;;;;;;;;;x
no__ab_mod_no_baghatur_council_3;A nomad holding is building a Baghatur Council here and it will take at most 1820 days to complete.;Une nomade holding est construire un Le Conseil des Baghatur ici et il faudra au maximum 1820 jours pour tre termin.;Ein Nomade-Halt baut hier ein Rat von Baatar auf und es dauert hchstens 1820 Tage bis zum Ende.;;Un nmada holding est construyendo un Consejo de baghatur aqu y tomar como mximo 1820 das para completarse.;;;;;;;;;x
no__ab_mod_no_baghatur_council_4;A nomad holding is building a Baghatur Council here and it will take at most 2000 days to complete.;Une nomade holding est construire un Le Conseil des Baghatur ici et il faudra au maximum 2000 jours pour tre termin.;Ein Nomade-Halt baut hier ein Rat von Baatar auf und es dauert hchstens 2000 Tage bis zum Ende.;;Un nmada holding est construyendo un Consejo de baghatur aqu y tomar como mximo 2000 das para completarse.;;;;;;;;;x
no__ab_mod_no_baghatur_council_5;A nomad holding is building a Baghatur Council here and it will take at most 2200 days to complete.;Une nomade holding est construire un Le Conseil des Baghatur ici et il faudra au maximum 2200 jours pour tre termin.;Ein Nomade-Halt baut hier ein Rat von Baatar auf und es dauert hchstens 2200 Tage bis zum Ende.;;Un nmada holding est construyendo un Consejo de baghatur aqu y tomar como mximo 2200 das para completarse.;;;;;;;;;x
no__ab_mod_no_baghatur_council_6;A nomad holding is building a Baghatur Council here and it will take at most 2400 days to complete.;Une nomade holding est construire un Le Conseil des Baghatur ici et il faudra au maximum 2400 jours pour tre termin.;Ein Nomade-Halt baut hier ein Rat von Baatar auf und es dauert hchstens 2400 Tage bis zum Ende.;;Un nmada holding est construyendo un Consejo de baghatur aqu y tomar como mximo 2400 das para completarse.;;;;;;;;;x
no__ab_mod_no_baghatur_council_7;A nomad holding is building a Baghatur Council here and it will take at most 2600 days to complete.;Une nomade holding est construire un Le Conseil des Baghatur ici et il faudra au maximum 2600 jours pour tre termin.;Ein Nomade-Halt baut hier ein Rat von Baatar auf und es dauert hchstens 2600 Tage bis zum Ende.;;Un nmada holding est construyendo un Consejo de baghatur aqu y tomar como mximo 2600 das para completarse.;;;;;;;;;x
no__ab_mod_no_baghatur_council_8;A nomad holding is building a Baghatur Council here and it will take at most 2800 days to complete.;Une nomade holding est construire un Le Conseil des Baghatur ici et il faudra au maximum 2800 jours pour tre termin.;Ein Nomade-Halt baut hier ein Rat von Baatar auf und es dauert hchstens 2800 Tage bis zum Ende.;;Un nmada holding est construyendo un Consejo de baghatur aqu y tomar como mximo 2800 das para completarse.;;;;;;;;;x
no__ab_mod_no_camel_breeder_1;A nomad holding is building a Camel Breeder here and it will take at most 365 days to complete.;Une nomade holding est construire un levage de chameaux ici et il faudra au maximum 365 jours pour tre termin.;Ein Nomade-Halt baut hier ein Kamelzchter auf und es dauert hchstens 365 Tage bis zum Ende.;;Un nmada holding est construyendo un Criador de camellos aqu y tomar como mximo 365 das para completarse.;;;;;;;;;x
no__ab_mod_no_camel_breeder_2;A nomad holding is building a Camel Breeder here and it will take at most 485 days to complete.;Une nomade holding est construire un levage de chameaux ici et il faudra au maximum 485 jours pour tre termin.;Ein Nomade-Halt baut hier ein Kamelzchter auf und es dauert hchstens 485 Tage bis zum Ende.;;Un nmada holding est construyendo un Criador de camellos aqu y tomar como mximo 485 das para completarse.;;;;;;;;;x
no__ab_mod_no_camel_breeder_3;A nomad holding is building a Camel Breeder here and it will take at most 605 days to complete.;Une nomade holding est construire un levage de chameaux ici et il faudra au maximum 605 jours pour tre termin.;Ein Nomade-Halt baut hier ein Kamelzchter auf und es dauert hchstens 605 Tage bis zum Ende.;;Un nmada holding est construyendo un Criador de camellos aqu y tomar como mximo 605 das para completarse.;;;;;;;;;x
no__ab_mod_no_camel_breeder_4;A nomad holding is building a Camel Breeder here and it will take at most 730 days to complete.;Une nomade holding est construire un levage de chameaux ici et il faudra au maximum 730 jours pour tre termin.;Ein Nomade-Halt baut hier ein Kamelzchter auf und es dauert hchstens 730 Tage bis zum Ende.;;Un nmada holding est construyendo un Criador de camellos aqu y tomar como mximo 730 das para completarse.;;;;;;;;;x
no__ab_mod_no_camel_breeder_5;A nomad holding is building a Camel Breeder here and it will take at most 803 days to complete.;Une nomade holding est construire un levage de chameaux ici et il faudra au maximum 803 jours pour tre termin.;Ein Nomade-Halt baut hier ein Kamelzchter auf und es dauert hchstens 803 Tage bis zum Ende.;;Un nmada holding est construyendo un Criador de camellos aqu y tomar como mximo 803 das para completarse.;;;;;;;;;x
no__ab_mod_no_camel_breeder_6;A nomad holding is building a Camel Breeder here and it will take at most 876 days to complete.;Une nomade holding est construire un levage de chameaux ici et il faudra au maximum 876 jours pour tre termin.;Ein Nomade-Halt baut hier ein Kamelzchter auf und es dauert hchstens 876 Tage bis zum Ende.;;Un nmada holding est construyendo un Criador de camellos aqu y tomar como mximo 876 das para completarse.;;;;;;;;;x
no__ab_mod_no_camel_breeder_7;A nomad holding is building a Camel Breeder here and it will take at most 949 days to complete.;Une nomade holding est construire un levage de chameaux ici et il faudra au maximum 949 jours pour tre termin.;Ein Nomade-Halt baut hier ein Kamelzchter auf und es dauert hchstens 949 Tage bis zum Ende.;;Un nmada holding est construyendo un Criador de camellos aqu y tomar como mximo 949 das para completarse.;;;;;;;;;x
no__ab_mod_no_camel_breeder_8;A nomad holding is building a Camel Breeder here and it will take at most 1095 days to complete.;Une nomade holding est construire un levage de chameaux ici et il faudra au maximum 1095 jours pour tre termin.;Ein Nomade-Halt baut hier ein Kamelzchter auf und es dauert hchstens 1095 Tage bis zum Ende.;;Un nmada holding est construyendo un Criador de camellos aqu y tomar como mximo 1095 das para completarse.;;;;;;;;;x
no__ab_mod_no_camp_fortifications_1;A nomad holding is building a Camp Fortifications here and it will take at most 365 days to complete.;Une nomade holding est construire un Camp fortifi ici et il faudra au maximum 365 jours pour tre termin.;Ein Nomade-Halt baut hier ein Lagerbefestigung auf und es dauert hchstens 365 Tage bis zum Ende.;;Un nmada holding est construyendo un Fortificaciones de campo aqu y tomar como mximo 365 das para completarse.;;;;;;;;;x
no__ab_mod_no_camp_fortifications_2;A nomad holding is building a Camp Fortifications here and it will take at most 365 days to complete.;Une nomade holding est construire un Camp fortifi ici et il faudra au maximum 365 jours pour tre termin.;Ein Nomade-Halt baut hier ein Lagerbefestigung auf und es dauert hchstens 365 Tage bis zum Ende.;;Un nmada holding est construyendo un Fortificaciones de campo aqu y tomar como mximo 365 das para completarse.;;;;;;;;;x
no__ab_mod_no_camp_fortifications_3;A nomad holding is building a Camp Fortifications here and it will take at most 475 days to complete.;Une nomade holding est construire un Camp fortifi ici et il faudra au maximum 475 jours pour tre termin.;Ein Nomade-Halt baut hier ein Lagerbefestigung auf und es dauert hchstens 475 Tage bis zum Ende.;;Un nmada holding est construyendo un Fortificaciones de campo aqu y tomar como mximo 475 das para completarse.;;;;;;;;;x
no__ab_mod_no_camp_fortifications_4;A nomad holding is building a Camp Fortifications here and it will take at most 475 days to complete.;Une nomade holding est construire un Camp fortifi ici et il faudra au maximum 475 jours pour tre termin.;Ein Nomade-Halt baut hier ein Lagerbefestigung auf und es dauert hchstens 475 Tage bis zum Ende.;;Un nmada holding est construyendo un Fortificaciones de campo aqu y tomar como mximo 475 das para completarse.;;;;;;;;;x
no__ab_mod_no_camp_fortifications_5;A nomad holding is building a Camp Fortifications here and it will take at most 730 days to complete.;Une nomade holding est construire un Camp fortifi ici et il faudra au maximum 730 jours pour tre termin.;Ein Nomade-Halt baut hier ein Lagerbefestigung auf und es dauert hchstens 730 Tage bis zum Ende.;;Un nmada holding est construyendo un Fortificaciones de campo aqu y tomar como mximo 730 das para completarse.;;;;;;;;;x
no__ab_mod_no_camp_fortifications_6;A nomad holding is building a Camp Fortifications here and it will take at most 1095 days to complete.;Une nomade holding est construire un Camp fortifi ici et il faudra au maximum 1095 jours pour tre termin.;Ein Nomade-Halt baut hier ein Lagerbefestigung auf und es dauert hchstens 1095 Tage bis zum Ende.;;Un nmada holding est construyendo un Fortificaciones de campo aqu y tomar como mximo 1095 das para completarse.;;;;;;;;;x
no__ab_mod_no_camp_fortifications_7;A nomad holding is building a Camp Fortifications here and it will take at most 1095 days to complete.;Une nomade holding est construire un Camp fortifi ici et il faudra au maximum 1095 jours pour tre termin.;Ein Nomade-Halt baut hier ein Lagerbefestigung auf und es dauert hchstens 1095 Tage bis zum Ende.;;Un nmada holding est construyendo un Fortificaciones de campo aqu y tomar como mximo 1095 das para completarse.;;;;;;;;;x
no__ab_mod_no_camp_fortifications_8;A nomad holding is building a Camp Fortifications here and it will take at most 1095 days to complete.;Une nomade holding est construire un Camp fortifi ici et il faudra au maximum 1095 jours pour tre termin.;Ein Nomade-Halt baut hier ein Lagerbefestigung auf und es dauert hchstens 1095 Tage bis zum Ende.;;Un nmada holding est construyendo un Fortificaciones de campo aqu y tomar como mximo 1095 das para completarse.;;;;;;;;;x
no__ab_mod_no_cattle_pens_1;A nomad holding is building a Cattle Pens here and it will take at most 365 days to complete.;Une nomade holding est construire un Enclos  btail ici et il faudra au maximum 365 jours pour tre termin.;Ein Nomade-Halt baut hier ein Pferche auf und es dauert hchstens 365 Tage bis zum Ende.;;Un nmada holding est construyendo un Corrales de ganado aqu y tomar como mximo 365 das para completarse.;;;;;;;;;x
no__ab_mod_no_cattle_pens_2;A nomad holding is building a Cattle Pens here and it will take at most 365 days to complete.;Une nomade holding est construire un Enclos  btail ici et il faudra au maximum 365 jours pour tre termin.;Ein Nomade-Halt baut hier ein Pferche auf und es dauert hchstens 365 Tage bis zum Ende.;;Un nmada holding est construyendo un Corrales de ganado aqu y tomar como mximo 365 das para completarse.;;;;;;;;;x
no__ab_mod_no_cattle_pens_3;A nomad holding is building a Cattle Pens here and it will take at most 365 days to complete.;Une nomade holding est construire un Enclos  btail ici et il faudra au maximum 365 jours pour tre termin.;Ein Nomade-Halt baut hier ein Pferche auf und es dauert hchstens 365 Tage bis zum Ende.;;Un nmada holding est construyendo un Corrales de ganado aqu y tomar como mximo 365 das para completarse.;;;;;;;;;x
no__ab_mod_no_cattle_pens_4;A nomad holding is building a Cattle Pens here and it will take at most 365 days to complete.;Une nomade holding est construire un Enclos  btail ici et il faudra au maximum 365 jours pour tre termin.;Ein Nomade-Halt baut hier ein Pferche auf und es dauert hchstens 365 Tage bis zum Ende.;;Un nmada holding est construyendo un Corrales de ganado aqu y tomar como mximo 365 das para completarse.;;;;;;;;;x
no__ab_mod_no_cattle_pens_5;A nomad holding is building a Cattle Pens here and it will take at most 365 days to complete.;Une nomade holding est construire un Enclos  btail ici et il faudra au maximum 365 jours pour tre termin.;Ein Nomade-Halt baut hier ein Pferche auf und es dauert hchstens 365 Tage bis zum Ende.;;Un nmada holding est construyendo un Corrales de ganado aqu y tomar como mximo 365 das para completarse.;;;;;;;;;x
no__ab_mod_no_cattle_pens_6;A nomad holding is building a Cattle Pens here and it will take at most 365 days to complete.;Une nomade holding est construire un Enclos  btail ici et il faudra au maximum 365 jours pour tre termin.;Ein Nomade-Halt baut hier ein Pferche auf und es dauert hchstens 365 Tage bis zum Ende.;;Un nmada holding est construyendo un Corrales de ganado aqu y tomar como mximo 365 das para completarse.;;;;;;;;;x
no__ab_mod_no_cattle_pens_7;A nomad holding is building a Cattle Pens here and it will take at most 365 days to complete.;Une nomade holding est construire un Enclos  btail ici et il faudra au maximum 365 jours pour tre termin.;Ein Nomade-Halt baut hier ein Pferche auf und es dauert hchstens 365 Tage bis zum Ende.;;Un nmada holding est construyendo un Corrales de ganado aqu y tomar como mximo 365 das para completarse.;;;;;;;;;x
no__ab_mod_no_cattle_pens_8;A nomad holding is building a Cattle Pens here and it will take at most 365 days to complete.;Une nomade holding est construire un Enclos  btail ici et il faudra au maximum 365 jours pour tre termin.;Ein Nomade-Halt baut hier ein Pferche auf und es dauert hchstens 365 Tage bis zum Ende.;;Un nmada holding est construyendo un Corrales de ganado aqu y tomar como mximo 365 das para completarse.;;;;;;;;;x
no__ab_mod_no_composite_bow_crafter_1;A nomad holding is building a Composite Bow here and it will take at most 365 days to complete.;Une nomade holding est construire un Arc composite ici et il faudra au maximum 365 jours pour tre termin.;Ein Nomade-Halt baut hier ein Kompositbogen auf und es dauert hchstens 365 Tage bis zum Ende.;;Un nmada holding est construyendo un Arco compuesto aqu y tomar como mximo 365 das para completarse.;;;;;;;;;x
no__ab_mod_no_composite_bow_crafter_2;A nomad holding is building a Composite Bow here and it will take at most 365 days to complete.;Une nomade holding est construire un Arc composite ici et il faudra au maximum 365 jours pour tre termin.;Ein Nomade-Halt baut hier ein Kompositbogen auf und es dauert hchstens 365 Tage bis zum Ende.;;Un nmada holding est construyendo un Arco compuesto aqu y tomar como mximo 365 das para completarse.;;;;;;;;;x
no__ab_mod_no_composite_bow_crafter_3;A nomad holding is building a Composite Bow here and it will take at most 365 days to complete.;Une nomade holding est construire un Arc composite ici et il faudra au maximum 365 jours pour tre termin.;Ein Nomade-Halt baut hier ein Kompositbogen auf und es dauert hchstens 365 Tage bis zum Ende.;;Un nmada holding est construyendo un Arco compuesto aqu y tomar como mximo 365 das para completarse.;;;;;;;;;x
no__ab_mod_no_composite_bow_crafter_4;A nomad holding is building a Composite Bow here and it will take at most 365 days to complete.;Une nomade holding est construire un Arc composite ici et il faudra au maximum 365 jours pour tre termin.;Ein Nomade-Halt baut hier ein Kompositbogen auf und es dauert hchstens 365 Tage bis zum Ende.;;Un nmada holding est construyendo un Arco compuesto aqu y tomar como mximo 365 das para completarse.;;;;;;;;;x
